stratum,market_id,target_date,snapshot_id,captured_at_utc,local_time,minute_of_day,window,native_unit,frozen_mechanism,raw_transition_kind,raw_removed_minutes,raw_added_minutes,raw_same_minute_value_changes,served_cutoff_hour,served_high_so_far,previous_served_high_so_far,settled_high,max_captured_at_utc_used,max_prior_captured_at_utc_used,observable_recovered_rows,observable_recovered_minutes,observable_max_recovered_source_captured_at_utc,envelope_max_cutoff_hour,envelope_max_high_so_far,envelope_max_previous_high_so_far,envelope_max_delta_from_served,envelope_max_event_repaired,envelope_max_exceeds_settled_high,envelope_last_cutoff_hour,envelope_last_high_so_far,envelope_last_previous_high_so_far,envelope_last_delta_from_served,envelope_last_event_repaired,envelope_last_exceeds_settled_high,m5_m3_label_gate_cutoff_hour,m5_m3_label_gate_high_so_far,m5_m3_label_gate_previous_high_so_far,m5_m3_label_gate_delta_from_served,m5_m3_label_gate_event_repaired,m5_m3_label_gate_exceeds_settled_high,observable_no_published_at_or_after_cutoff_hour,observable_no_published_at_or_after_high_so_far,observable_no_published_at_or_after_previous_high_so_far,observable_no_published_at_or_after_delta_from_served,observable_no_published_at_or_after_event_repaired,observable_no_published_at_or_after_exceeds_settled_high
B,atlanta,2026-06-20,20260620T143517-0400,2026-06-20T18:35:17.080602+00:00,14:35:16.588736,875,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,832,,,13,81,83,86,2026-06-20T18:35:17.080602+00:00,2026-06-20T18:34:16.958820+00:00,1,832,2026-06-20T18:34:16.958820+00:00,13,81,81,0,true,false,13,81,81,0,true,false,13,81,83,0,false,false,13,81,81,0,true,false
B,atlanta,2026-06-20,20260620T161434-0400,2026-06-20T20:14:34.800099+00:00,16:14:34.227120,974,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,952,,,15,85,86,86,2026-06-20T20:14:34.800099+00:00,2026-06-20T20:13:33.617349+00:00,1,952,2026-06-20T20:13:33.617349+00:00,15,85,85,0,true,false,15,85,85,0,true,false,15,85,86,0,false,false,15,85,85,0,true,false
B,atlanta,2026-06-21,20260621T005603-0400,2026-06-21T04:56:03.537332+00:00,00:56:03.148670,56,pre_dawn,F,M6_unexplained,timestamp_set_changed,,52,,7,73,74,86,2026-06-21T04:56:03.537332+00:00,2026-06-21T04:55:02.260754+00:00,0,,,7,73,74,0,false,false,7,73,74,0,false,false,7,73,74,0,false,false,7,73,74,0,false,false
B,atlanta,2026-06-21,20260621T110321-0400,2026-06-21T15:03:21.338782+00:00,11:03:20.415352,663,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,73,75,86,2026-06-21T15:03:21.338782+00:00,2026-06-21T15:02:11.656015+00:00,1,652,2026-06-21T15:02:11.656015+00:00,10,73,73,0,true,false,10,73,73,0,true,false,10,73,75,0,false,false,10,73,73,0,true,false
B,atlanta,2026-06-21,20260621T110620-0400,2026-06-21T15:06:20.099437+00:00,11:06:19.113175,666,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,73,75,86,2026-06-21T15:06:20.099437+00:00,2026-06-21T15:05:25.552715+00:00,1,652,2026-06-21T15:05:25.552715+00:00,10,73,73,0,true,false,10,73,73,0,true,false,10,73,75,0,false,false,10,73,73,0,true,false
B,atlanta,2026-06-21,20260621T115244-0400,2026-06-21T15:52:44.376040+00:00,11:52:42.953588,712,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,73,75,86,2026-06-21T15:52:44.376040+00:00,2026-06-21T15:43:37.781692+00:00,1,652,2026-06-21T15:43:37.781692+00:00,10,73,73,0,true,false,10,73,73,0,true,false,10,73,75,0,false,false,10,73,73,0,true,false
B,atlanta,2026-06-21,20260621T131721-0400,2026-06-21T17:17:21.533439+00:00,13:17:21.057767,797,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,78,81,86,2026-06-21T17:17:21.533439+00:00,2026-06-21T17:16:23.342268+00:00,1,772,2026-06-21T17:16:23.342268+00:00,12,78,78,0,true,false,12,78,78,0,true,false,12,78,81,0,false,false,12,78,78,0,true,false
B,atlanta,2026-06-21,20260621T131921-0400,2026-06-21T17:19:21.348345+00:00,13:19:20.999235,799,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,78,81,86,2026-06-21T17:19:21.348345+00:00,2026-06-21T17:18:22.031818+00:00,1,772,2026-06-21T17:18:22.031818+00:00,12,78,78,0,true,false,12,78,78,0,true,false,12,78,81,0,false,false,12,78,78,0,true,false
B,atlanta,2026-06-21,20260621T132424-0400,2026-06-21T17:24:24.030577+00:00,13:24:23.532123,804,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,78,81,86,2026-06-21T17:24:24.030577+00:00,2026-06-21T17:23:20.746265+00:00,1,772,2026-06-21T17:23:20.746265+00:00,12,78,78,0,true,false,12,78,78,0,true,false,12,78,81,0,false,false,12,78,78,0,true,false
B,atlanta,2026-06-21,20260621T150324-0400,2026-06-21T19:03:24.572800+00:00,15:03:24.118013,903,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,892,,,14,82,84,86,2026-06-21T19:03:24.572800+00:00,2026-06-21T19:02:35.930069+00:00,1,892,2026-06-21T19:02:35.930069+00:00,14,82,82,0,true,false,14,82,82,0,true,false,14,82,84,0,false,false,14,82,82,0,true,false
B,atlanta,2026-06-21,20260621T151534-0400,2026-06-21T19:15:34.319121+00:00,15:15:33.810843,915,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,892,,,14,82,84,86,2026-06-21T19:15:34.319121+00:00,2026-06-21T19:13:33.526722+00:00,1,892,2026-06-21T19:13:33.526722+00:00,14,82,82,0,true,false,14,82,82,0,true,false,14,82,84,0,false,false,14,82,82,0,true,false
B,atlanta,2026-06-21,20260621T153034-0400,2026-06-21T19:30:34.937097+00:00,15:30:34.604151,930,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,892,,,14,82,84,86,2026-06-21T19:30:34.937097+00:00,2026-06-21T19:30:33.190448+00:00,1,892,2026-06-21T19:30:33.190448+00:00,14,82,82,0,true,false,14,82,82,0,true,false,14,82,84,0,false,false,14,82,82,0,true,false
B,atlanta,2026-06-21,20260621T160227-0400,2026-06-21T20:02:27.001481+00:00,16:02:26.346229,962,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,952,,,15,84,85,86,2026-06-21T20:02:27.001481+00:00,2026-06-21T20:01:35.451441+00:00,1,952,2026-06-21T20:01:35.451441+00:00,15,84,84,0,true,false,15,84,84,0,true,false,15,84,85,0,false,false,15,84,84,0,true,false
B,atlanta,2026-06-21,20260621T161530-0400,2026-06-21T20:15:30.351910+00:00,16:15:29.909869,975,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,952,,,15,84,85,86,2026-06-21T20:15:30.351910+00:00,2026-06-21T20:11:38.714421+00:00,1,952,2026-06-21T20:11:38.714421+00:00,15,84,84,0,true,false,15,84,84,0,true,false,15,84,85,0,false,false,15,84,84,0,true,false
B,atlanta,2026-06-21,20260621T161926-0400,2026-06-21T20:19:26.559266+00:00,16:19:26.168812,979,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,952,,,15,84,85,86,2026-06-21T20:19:26.559266+00:00,2026-06-21T20:18:33.315645+00:00,1,952,2026-06-21T20:18:33.315645+00:00,15,84,84,0,true,false,15,84,84,0,true,false,15,84,85,0,false,false,15,84,84,0,true,false
B,atlanta,2026-06-21,20260621T170132-0400,2026-06-21T21:01:32.378712+00:00,17:01:31.918716,1021,settlement_window,F,M5_cutoff_change,timestamp_set_changed,1012,,,16,85,86,86,2026-06-21T21:01:32.378712+00:00,2026-06-21T21:00:40.361781+00:00,1,1012,2026-06-21T21:00:40.361781+00:00,16,85,85,0,true,false,16,85,85,0,true,false,16,85,86,0,false,false,16,85,85,0,true,false
B,atlanta,2026-06-21,20260621T171327-0400,2026-06-21T21:13:27.219298+00:00,17:13:26.842488,1033,settlement_window,F,M5_cutoff_change,timestamp_set_changed,1012,,,16,85,86,86,2026-06-21T21:13:27.219298+00:00,2026-06-21T21:12:27.044957+00:00,1,1012,2026-06-21T21:12:27.044957+00:00,16,85,85,0,true,false,16,85,85,0,true,false,16,85,86,0,false,false,16,85,85,0,true,false
B,atlanta,2026-06-22,20260622T004527-0400,2026-06-22T04:45:27.371070+00:00,00:45:23.671954,45,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,76,77,89,2026-06-22T04:45:27.371070+00:00,2026-06-22T04:44:35.219268+00:00,0,,,7,76,77,0,false,false,7,76,77,0,false,false,7,76,77,0,false,false,7,76,77,0,false,false
B,atlanta,2026-06-22,20260622T005827-0400,2026-06-22T04:58:27.821524+00:00,00:58:27.057091,58,pre_dawn,F,M6_unexplained,timestamp_set_changed,,52,,7,75,76,89,2026-06-22T04:58:27.821524+00:00,2026-06-22T04:45:27.371070+00:00,0,,,7,75,76,0,false,false,7,75,76,0,false,false,7,75,76,0,false,false,7,75,76,0,false,false
B,atlanta,2026-06-22,20260622T020723-0400,2026-06-22T06:07:23.367021+00:00,02:07:23.081047,127,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,75,77,89,2026-06-22T06:07:23.367021+00:00,2026-06-22T06:06:28.085520+00:00,1,112,2026-06-22T06:06:28.085520+00:00,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false
B,atlanta,2026-06-22,20260622T021421-0400,2026-06-22T06:14:21.984533+00:00,02:14:20.889986,134,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,75,77,89,2026-06-22T06:14:21.984533+00:00,2026-06-22T06:13:23.859291+00:00,1,112,2026-06-22T06:13:23.859291+00:00,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false
B,atlanta,2026-06-22,20260622T022736-0400,2026-06-22T06:27:36.732170+00:00,02:27:30.682535,147,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,75,77,89,2026-06-22T06:27:36.732170+00:00,2026-06-22T06:24:24.304071+00:00,1,112,2026-06-22T06:24:24.304071+00:00,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false
B,atlanta,2026-06-22,20260622T023928-0400,2026-06-22T06:39:28.949460+00:00,02:39:25.873348,159,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,75,77,89,2026-06-22T06:39:28.949460+00:00,2026-06-22T06:38:22.105057+00:00,1,112,2026-06-22T06:38:22.105057+00:00,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false
B,atlanta,2026-06-22,20260622T024444-0400,2026-06-22T06:44:44.669712+00:00,02:44:34.103268,164,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,75,77,89,2026-06-22T06:44:44.669712+00:00,2026-06-22T06:42:30.868087+00:00,1,112,2026-06-22T06:42:30.868087+00:00,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false,7,77,77,2,true,false
B,atlanta,2026-06-22,20260622T111119-0400,2026-06-22T15:11:19.790689+00:00,11:11:19.082815,671,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,78,81,89,2026-06-22T15:11:19.790689+00:00,2026-06-22T15:10:19.599435+00:00,1,652,2026-06-22T15:10:19.599435+00:00,10,78,78,0,true,false,10,78,78,0,true,false,10,78,81,0,false,false,10,78,78,0,true,false
B,atlanta,2026-06-22,20260622T111923-0400,2026-06-22T15:19:23.841123+00:00,11:19:22.779146,679,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,78,81,89,2026-06-22T15:19:23.841123+00:00,2026-06-22T15:18:31.582146+00:00,1,652,2026-06-22T15:18:31.582146+00:00,10,78,78,0,true,false,10,78,78,0,true,false,10,78,81,0,false,false,10,78,78,0,true,false
B,atlanta,2026-06-22,20260622T113030-0400,2026-06-22T15:30:30.600342+00:00,11:30:26.479351,690,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,78,81,89,2026-06-22T15:30:30.600342+00:00,2026-06-22T15:27:27.258507+00:00,1,652,2026-06-22T15:27:27.258507+00:00,10,78,78,0,true,false,10,78,78,0,true,false,10,78,81,0,false,false,10,78,78,0,true,false
B,atlanta,2026-06-22,20260622T113924-0400,2026-06-22T15:39:24.891044+00:00,11:39:20.318179,699,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,78,81,89,2026-06-22T15:39:24.891044+00:00,2026-06-22T15:33:26.825335+00:00,1,652,2026-06-22T15:33:26.825335+00:00,10,78,78,0,true,false,10,78,78,0,true,false,10,78,81,0,false,false,10,78,78,0,true,false
B,atlanta,2026-06-22,20260622T114222-0400,2026-06-22T15:42:22.519340+00:00,11:42:21.834403,702,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,78,81,89,2026-06-22T15:42:22.519340+00:00,2026-06-22T15:41:21.538424+00:00,1,652,2026-06-22T15:41:21.538424+00:00,10,78,78,0,true,false,10,78,78,0,true,false,10,78,81,0,false,false,10,78,78,0,true,false
B,atlanta,2026-06-22,20260622T114950-0400,2026-06-22T15:49:50.539702+00:00,11:49:37.277875,709,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,78,81,89,2026-06-22T15:49:50.539702+00:00,2026-06-22T15:46:32.905970+00:00,1,652,2026-06-22T15:46:32.905970+00:00,10,78,78,0,true,false,10,78,78,0,true,false,10,78,81,0,false,false,10,78,78,0,true,false
B,atlanta,2026-06-22,20260622T122222-0400,2026-06-22T16:22:22.843300+00:00,12:22:21.736393,742,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,81,83,89,2026-06-22T16:22:22.843300+00:00,2026-06-22T16:18:30.867825+00:00,1,712,2026-06-22T16:18:30.867825+00:00,11,81,81,0,true,false,11,81,81,0,true,false,11,81,83,0,false,false,11,81,81,0,true,false
B,atlanta,2026-06-22,20260622T122621-0400,2026-06-22T16:26:21.499402+00:00,12:26:20.945362,746,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,81,83,89,2026-06-22T16:26:21.499402+00:00,2026-06-22T16:25:24.678683+00:00,1,712,2026-06-22T16:25:24.678683+00:00,11,81,81,0,true,false,11,81,81,0,true,false,11,81,83,0,false,false,11,81,81,0,true,false
B,atlanta,2026-06-22,20260622T123226-0400,2026-06-22T16:32:26.693290+00:00,12:32:26.199674,752,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,81,83,89,2026-06-22T16:32:26.693290+00:00,2026-06-22T16:31:22.620571+00:00,1,712,2026-06-22T16:31:22.620571+00:00,11,81,81,0,true,false,11,81,81,0,true,false,11,81,83,0,false,false,11,81,81,0,true,false
B,atlanta,2026-06-22,20260622T123419-0400,2026-06-22T16:34:19.375788+00:00,12:34:18.693613,754,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,81,83,89,2026-06-22T16:34:19.375788+00:00,2026-06-22T16:33:18.271884+00:00,1,712,2026-06-22T16:33:18.271884+00:00,11,81,81,0,true,false,11,81,81,0,true,false,11,81,83,0,false,false,11,81,81,0,true,false
B,atlanta,2026-06-22,20260622T123826-0400,2026-06-22T16:38:26.793054+00:00,12:38:24.564157,758,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,81,83,89,2026-06-22T16:38:26.793054+00:00,2026-06-22T16:36:21.897045+00:00,1,712,2026-06-22T16:36:21.897045+00:00,11,81,81,0,true,false,11,81,81,0,true,false,11,81,83,0,false,false,11,81,81,0,true,false
B,atlanta,2026-06-22,20260622T130819-0400,2026-06-22T17:08:19.602738+00:00,13:08:19.058797,788,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,83,84,89,2026-06-22T17:08:19.602738+00:00,2026-06-22T17:07:20.944987+00:00,1,772,2026-06-22T17:07:20.944987+00:00,12,83,83,0,true,false,12,83,83,0,true,false,12,83,84,0,false,false,12,83,83,0,true,false
B,atlanta,2026-06-22,20260622T131219-0400,2026-06-22T17:12:19.041994+00:00,13:12:18.346086,792,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,83,84,89,2026-06-22T17:12:19.041994+00:00,2026-06-22T17:11:20.622583+00:00,1,772,2026-06-22T17:11:20.622583+00:00,12,83,83,0,true,false,12,83,83,0,true,false,12,83,84,0,false,false,12,83,83,0,true,false
B,atlanta,2026-06-22,20260622T131421-0400,2026-06-22T17:14:21.707942+00:00,13:14:21.246470,794,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,83,84,89,2026-06-22T17:14:21.707942+00:00,2026-06-22T17:13:18.573903+00:00,1,772,2026-06-22T17:13:18.573903+00:00,12,83,83,0,true,false,12,83,83,0,true,false,12,83,84,0,false,false,12,83,83,0,true,false
B,atlanta,2026-06-26,20260626T004920-0400,2026-06-26T04:49:20.748889+00:00,00:49:20.357355,49,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,75,76,89,2026-06-26T04:49:20.748889+00:00,2026-06-26T04:10:30.337473+00:00,0,,,7,75,76,0,false,false,7,75,76,0,false,false,7,75,76,0,false,false,7,75,76,0,false,false
B,atlanta,2026-06-26,20260626T114949-0400,2026-06-26T15:49:49.234135+00:00,11:49:48.818850,709,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,79,81,89,2026-06-26T15:49:49.234135+00:00,2026-06-26T15:48:47.530980+00:00,1,652,2026-06-26T15:48:47.530980+00:00,10,79,79,0,true,false,10,79,79,0,true,false,10,79,81,0,false,false,10,79,79,0,true,false
B,austin,2026-06-07,20260607T015331-0400,2026-06-07T05:53:31.173400+00:00,00:53:31.079547,53,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,79,80,90,2026-06-07T05:53:31.173400+00:00,2026-06-07T05:43:11.146132+00:00,0,,,7,79,80,0,false,false,7,79,80,0,false,false,9,79,80,0,false,false,7,79,80,0,false,false
B,austin,2026-06-08,20260608T020401-0400,2026-06-08T06:04:01.397893+00:00,01:04:01.078944,64,pre_dawn,F,M6_unexplained,timestamp_set_changed,,53,,9,79,80,88,2026-06-08T06:04:01.397893+00:00,2026-06-08T05:53:48.223018+00:00,0,,,7,79,80,0,false,false,7,79,80,0,false,false,9,79,80,0,false,false,7,79,80,0,false,false
B,austin,2026-06-13,20260613T013642-0400,2026-06-13T05:36:42.711987+00:00,00:36:42.587584,36,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,79,80,93,2026-06-13T05:36:42.711987+00:00,2026-06-13T05:26:29.392491+00:00,0,,,7,79,80,0,false,false,7,79,80,0,false,false,7,79,80,0,false,false,7,79,80,0,false,false
B,austin,2026-06-14,20260614T012202-0400,2026-06-14T05:22:02.230465+00:00,00:22:02.000920,22,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,78,79,92,2026-06-14T05:22:02.230465+00:00,2026-06-14T05:20:24.789732+00:00,0,,,7,78,79,0,false,false,7,78,79,0,false,false,7,78,79,0,false,false,7,78,79,0,false,false
B,austin,2026-06-16,20260616T013013-0400,2026-06-16T05:30:13.816203+00:00,00:30:12.875372,30,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,75,76,90,2026-06-16T05:30:13.816203+00:00,2026-06-16T05:25:11.159804+00:00,0,,,7,75,76,0,false,false,7,75,76,0,false,false,7,75,76,0,false,false,7,75,76,0,false,false
B,austin,2026-06-16,20260616T140819-0400,2026-06-16T18:08:19.457890+00:00,13:08:18.277124,788,settlement_window,F,M5_cutoff_change,timestamp_set_changed,773,,,12,85,87,90,2026-06-16T18:08:19.457890+00:00,2026-06-16T18:07:19.872380+00:00,1,773,2026-06-16T18:07:19.872380+00:00,12,85,85,0,true,false,12,85,85,0,true,false,12,85,87,0,false,false,12,85,85,0,true,false
B,austin,2026-06-16,20260616T142714-0400,2026-06-16T18:27:14.045044+00:00,13:27:13.574779,807,settlement_window,F,M5_cutoff_change,timestamp_set_changed,773,,,12,85,87,90,2026-06-16T18:27:14.045044+00:00,2026-06-16T18:26:12.838925+00:00,1,773,2026-06-16T18:26:12.838925+00:00,12,85,85,0,true,false,12,85,85,0,true,false,12,85,87,0,false,false,12,85,85,0,true,false
B,austin,2026-06-16,20260616T153209-0400,2026-06-16T19:32:09.541501+00:00,14:32:09.181196,872,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,833,,,13,87,88,90,2026-06-16T19:32:09.541501+00:00,2026-06-16T19:31:13.143268+00:00,1,833,2026-06-16T19:31:13.143268+00:00,13,87,87,0,true,false,13,87,87,0,true,false,13,87,88,0,false,false,13,87,87,0,true,false
B,austin,2026-06-17,20260617T100331-0400,2026-06-17T14:03:31.169763+00:00,09:03:30.763784,543,other,F,M5_cutoff_change,timestamp_set_changed,495|517|533,,,8,77,80,89,2026-06-17T14:03:31.169763+00:00,2026-06-17T14:02:43.899238+00:00,3,495|517|533,2026-06-17T14:02:43.899238+00:00,8,77,77,0,true,false,8,77,77,0,true,false,8,77,80,0,false,false,8,77,77,0,true,false
B,austin,2026-06-17,20260617T100533-0400,2026-06-17T14:05:33.453525+00:00,09:05:33.116497,545,other,F,M5_cutoff_change,timestamp_set_changed,495|517|533,,,8,77,80,89,2026-06-17T14:05:33.453525+00:00,2026-06-17T14:04:29.817172+00:00,3,495|517|533,2026-06-17T14:04:29.817172+00:00,8,77,77,0,true,false,8,77,77,0,true,false,8,77,80,0,false,false,8,77,77,0,true,false
B,austin,2026-06-17,20260617T101229-0400,2026-06-17T14:12:29.284494+00:00,09:12:28.878224,552,other,F,M5_cutoff_change,timestamp_set_changed,495|517|533,,,8,77,80,89,2026-06-17T14:12:29.284494+00:00,2026-06-17T14:11:29.273132+00:00,3,495|517|533,2026-06-17T14:11:29.273132+00:00,8,77,77,0,true,false,8,77,77,0,true,false,8,77,80,0,false,false,8,77,77,0,true,false
B,austin,2026-06-17,20260617T125333-0400,2026-06-17T16:53:33.934156+00:00,11:53:33.112521,713,other,F,M5_cutoff_change,timestamp_set_changed,653|674,,,10,81,82,89,2026-06-17T16:53:33.934156+00:00,2026-06-17T16:52:34.474940+00:00,2,653|674,2026-06-17T16:52:34.474940+00:00,11,82,82,1,true,false,11,82,82,1,true,false,11,82,82,1,true,false,11,82,82,1,true,false
B,austin,2026-06-17,20260617T142836-0400,2026-06-17T18:28:36.969371+00:00,13:28:36.401071,808,settlement_window,F,M5_cutoff_change,timestamp_set_changed,773,,,12,84,86,89,2026-06-17T18:28:36.969371+00:00,2026-06-17T18:27:34.276196+00:00,1,773,2026-06-17T18:27:34.276196+00:00,12,84,84,0,true,false,12,84,84,0,true,false,12,84,86,0,false,false,12,84,84,0,true,false
B,austin,2026-06-17,20260617T143734-0400,2026-06-17T18:37:34.050933+00:00,13:37:33.486195,817,settlement_window,F,M5_cutoff_change,timestamp_set_changed,773,,,12,84,86,89,2026-06-17T18:37:34.050933+00:00,2026-06-17T18:36:31.353198+00:00,1,773,2026-06-17T18:36:31.353198+00:00,12,84,84,0,true,false,12,84,84,0,true,false,12,84,86,0,false,false,12,84,84,0,true,false
B,austin,2026-06-17,20260617T144047-0400,2026-06-17T18:40:47.289602+00:00,13:40:46.711795,820,settlement_window,F,M5_cutoff_change,timestamp_set_changed,773,,,12,84,86,89,2026-06-17T18:40:47.289602+00:00,2026-06-17T18:39:32.584836+00:00,1,773,2026-06-17T18:39:32.584836+00:00,12,84,84,0,true,false,12,84,84,0,true,false,12,84,86,0,false,false,12,84,84,0,true,false
B,austin,2026-06-17,20260617T144431-0400,2026-06-17T18:44:31.386070+00:00,13:44:30.824009,824,settlement_window,F,M5_cutoff_change,timestamp_set_changed,773,,,12,84,86,89,2026-06-17T18:44:31.386070+00:00,2026-06-17T18:42:32.911153+00:00,1,773,2026-06-17T18:42:32.911153+00:00,12,84,84,0,true,false,12,84,84,0,true,false,12,84,86,0,false,false,12,84,84,0,true,false
B,austin,2026-06-17,20260617T151734-0400,2026-06-17T19:17:34.522699+00:00,14:17:34.061853,857,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,833,,,13,86,87,89,2026-06-17T19:17:34.522699+00:00,2026-06-17T19:16:39.842976+00:00,1,833,2026-06-17T19:16:39.842976+00:00,13,86,86,0,true,false,13,86,86,0,true,false,13,86,87,0,false,false,13,86,86,0,true,false
B,austin,2026-06-17,20260617T152935-0400,2026-06-17T19:29:35.474753+00:00,14:29:35.078817,869,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,833,,,13,86,87,89,2026-06-17T19:29:35.474753+00:00,2026-06-17T19:28:32.915589+00:00,1,833,2026-06-17T19:28:32.915589+00:00,13,86,86,0,true,false,13,86,86,0,true,false,13,86,87,0,false,false,13,86,86,0,true,false
B,austin,2026-06-19,20260619T130906-0400,2026-06-19T17:09:06.958369+00:00,12:09:06.360527,729,settlement_window,F,M5_cutoff_change,timestamp_set_changed,713,,,11,84,85,88,2026-06-19T17:09:06.958369+00:00,2026-06-19T17:08:09.809857+00:00,1,713,2026-06-19T17:08:09.809857+00:00,11,84,84,0,true,false,11,84,84,0,true,false,11,84,85,0,false,false,11,84,84,0,true,false
